,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
360,house,huda floor,sector 38,4.0,22222.0,1800.0,Plot area 1800(167.23 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,9.0,3+,2.0,East,Relatively New,,4800.0,3800.0,0.0,0.0,1.0,1.0,0.0,1.0,152.0,450.0
361,flat,sare crescent parc,sector 92,0.82,5384.0,1523.0,Built Up area: 1523 (141.49 sq.m.),3.0,3.0,3+,12.0,West,Undefined,,1523.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.6666666666667
362,flat,sbr minda sec-1 imt manesar,sector 1,0.64,4194.0,1526.0,Carpet area: 1526 (141.77 sq.m.),3.0,2.0,3+,6.0,East,Old Property,,,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,508.6666666666667
363,house,sobha city,sector 108,10.5,14323.0,7331.0,Built Up area: 7331 (681.07 sq.m.),5.0,4.0,3+,1.0,East,Undefined,,7331.0,,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1466.2
364,flat,vipul lavanya,sector 81,0.65,5263.0,1235.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2.0,2.0,2,14.0,,Moderately Old,1225.0,,776.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,617.5
365,flat,tulip violet,sector 69,1.4,8838.0,1584.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,1.0,North-East,Relatively New,1578.0,,,0.0,0.0,0.0,0.0,0.0,0.0,95.0,528.0
366,flat,ats triumph,sector 104,1.83,7991.0,2290.0,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,3+,10.0,North,Relatively New,2290.0,2000.0,1750.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,763.3333333333334
367,house,independent,sector 7,0.9,10000.0,900.0,Plot area 100(83.61 sq.m.),2.0,4.0,3,3.0,North-East,Old Property,,900.0,,0.0,1.0,0.0,0.0,1.0,1.0,44.0,450.0
368,flat,the lions cghs,sector 56,1.99,11056.0,1800.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3+,4.0,East,Old Property,2400.0,2000.0,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,105.0,450.0
369,flat,park royal apartment,sector 56,1.85,9024.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3.0,4.0,3,7.0,,Old Property,,,2050.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,683.3333333333334
370,flat,unitech uniworld gardens,sector 47,2.4,11505.0,2086.0,Super Built up area 2086(193.8 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,3+,10.0,East,Moderately Old,2086.0,,1750.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,695.3333333333334
371,house,independent,sector 91,3.6,14815.0,2430.0,Plot area 270(225.75 sq.m.),4.0,4.0,3,2.0,North-East,New Property,,2430.0,,0.0,0.0,0.0,0.0,0.0,1.0,49.0,607.5
373,flat,tata primanti,sector 72,3.3,15103.0,2185.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,15.0,North,New Property,2185.0,1800.0,1600.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,728.3333333333334
374,flat,corona optus,sector 37c,1.2,6916.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),3.0,4.0,3,8.0,South-West,Relatively New,1735.0,1635.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,578.3333333333334
375,flat,bptp pedestal,sector 70a,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4.0,3.0,3,2.0,East,New Property,,,1900.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,500.0
376,flat,m3m golfestate,sector 65,5.4,18127.0,2979.0,Super Built up area 2979(276.76 sq.m.),3.0,4.0,3,19.0,North-East,Moderately Old,2979.0,,,1.0,1.0,0.0,0.0,0.0,1.0,174.0,993.0
377,house,vipul tatvam villa,sector 48,18.5,26429.0,7000.0,Plot area 7000(650.32 sq.m.),4.0,4.0,1,1.0,,Moderately Old,,7000.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1750.0
378,flat,spaze privy at,sector 84,1.35,9643.0,1400.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1918.0,1750.0,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,466.6666666666667
379,flat,landmark the residency,sector 103,0.9,6667.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,2,1.0,South-West,Relatively New,1350.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,675.0
380,flat,signature global solera,sector 107,0.28,5622.0,498.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,14.0,North-West,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,249.0
381,house,independent,sector 7,2.43,14890.0,1632.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4.0,4.0,2,3.0,South-West,Old Property,,345.0,,1.0,0.0,1.0,1.0,0.0,0.0,38.0,408.0
382,flat,dlf the skycourt,sector 86,1.6,8294.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1548 sq.ft. (143.81 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,9.0,North-East,Relatively New,1929.0,1548.0,1300.0,0.0,0.0,0.0,0.0,1.0,1.0,167.0,643.0
383,flat,signature andour heights,sector 71,0.37,8222.0,450.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2,2.0,North-East,Relatively New,,450.0,366.48,0.0,0.0,0.0,0.0,0.0,0.0,65.0,450.0
384,house,birla navya,sector 63a,3.85,15437.0,2494.0,Carpet area: 2494 (231.7 sq.m.),3.0,3.0,3+,4.0,,New Property,,,2494.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0,831.3333333333334
385,flat,signature global synera,sector 81,0.31,7434.0,417.0,Super Built up area 417(38.74 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1.0,1.0,1,13.0,North,Relatively New,417.0,,320.0,0.0,0.0,0.0,0.0,0.0,2.0,123.0,417.0
386,flat,bestech park view grand spa,sector 81,4.5,10714.0,4200.0,Super Built up area 4200(390.19 sq.m.),4.0,6.0,3+,17.0,,Relatively New,4200.0,,,0.0,1.0,0.0,0.0,0.0,1.0,44.0,1050.0
388,flat,la vida by tata housing,sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3.0,2.0,2,7.0,East,New Property,1579.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,526.3333333333334
389,house,independent,sector 12,2.9,10741.0,2700.0,Plot area 2700(250.84 sq.m.),7.0,7.0,3,2.0,South-West,Old Property,,2700.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,385.7142857142857
390,flat,gls avenue 51,sector 92,0.5,7812.0,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,12.0,,New Property,,,640.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,213.33333333333334
391,house,independent,sector 26,5.8,32222.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,2,2.0,East,Relatively New,,1800.0,,0.0,0.0,1.0,0.0,0.0,0.0,21.0,450.0
392,house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,Plot area 692(578.6 sq.m.),5.0,5.0,3+,2.0,South,Relatively New,,6228.0,,0.0,1.0,0.0,0.0,0.0,0.0,129.0,1245.6
393,flat,central park flower valley,sector 33,2.3,12778.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4.0,4.0,3+,5.0,North-East,New Property,,,1800.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0,450.0
394,flat,the lions cghs,sector 56,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,8.0,West,Old Property,2400.0,2200.0,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,166.0,800.0
395,flat,gls arawali homes,sohna road,0.27,4600.0,587.0,Super Built up area 576(53.51 sq.m.),2.0,2.0,2,5.0,,New Property,576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,293.5
396,flat,la vida by tata housing,sector 113,1.32,10345.0,1276.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2.0,2.0,2,3.0,North-East,Relatively New,1276.0,1199.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,638.0
397,flat,dlf new town heights,sector 91,2.0,6966.0,2871.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,16.0,East,Moderately Old,2727.0,,,1.0,1.0,0.0,1.0,0.0,0.0,65.0,717.75
398,house,independent,sector 39,1.8,21871.0,823.0,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1.0,1.0,2,3.0,North-East,Relatively New,,800.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0
400,house,independent,sector 31,4.25,26235.0,1620.0,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5.0,5.0,3+,3.0,North-East,Moderately Old,,200.0,180.0,0.0,0.0,1.0,1.0,0.0,1.0,56.0,324.0
401,flat,sanskriti apartment,sector 10a,1.1,6667.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,2.0,,Moderately Old,,,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,550.0
402,flat,emaar mgf the palm drive,sector 66,3.98,18091.0,2200.0,Super Built up area 2200(204.39 sq.m.),3.0,4.0,3+,2.0,South-East,Moderately Old,2200.0,,,0.0,1.0,0.0,0.0,0.0,1.0,123.0,733.3333333333334
403,flat,bestech park view spa next,sector 67,2.7,11489.0,2350.0,Super Built up area 2350(218.32 sq.m.),4.0,4.0,3+,9.0,South-West,Moderately Old,2350.0,,,0.0,1.0,0.0,1.0,0.0,1.0,149.0,587.5
404,flat,ss the coralwood,sector 84,1.05,6774.0,1550.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1610 sq.ft. (149.57 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,6.0,North-East,Relatively New,1750.0,1610.0,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,516.6666666666666
405,flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,1.0,174.0,633.3333333333334
406,flat,ats triumph,sector 104,2.78,8825.0,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,11.0,South,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,110.0,787.5
407,flat,vatika gurgaon,sector 83,1.33,5565.0,2390.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,3.0,East,Relatively New,2390.0,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,597.5
408,flat,m3m capital,sector 113,2.51,14800.0,1696.0,Super Built up area 1695(157.47 sq.m.),3.0,3.0,3+,2.0,North-West,Under Construction,1695.0,,,1.0,0.0,0.0,0.0,0.0,0.0,49.0,565.3333333333334
409,flat,siddhartha apartment,sector 95,1.1,4327.0,2542.0,Carpet area: 2542 (236.16 sq.m.),4.0,3.0,3,9.0,North,Relatively New,,,2542.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,635.5
410,house,independent,sector 12,3.71,19818.0,1872.0,Plot area 208(173.91 sq.m.),3.0,3.0,1,4.0,,Moderately Old,,1872.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,624.0
411,flat,shree arihant apartment,sector 54,1.55,7381.0,2100.0,Super Built up area 2100(195.1 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3+,3.0,North-East,Moderately Old,2100.0,2000.0,1900.0,0.0,0.0,0.0,1.0,1.0,1.0,125.0,700.0
412,house,eros rosewood city,sector 49,3.75,22046.0,1701.0,Plot area 189(158.03 sq.m.),3.0,3.0,1,2.0,South,Old Property,,1701.0,,0.0,0.0,0.0,1.0,0.0,1.0,6.0,567.0
413,flat,raheja vedaanta,sector 108,1.5,5263.0,2850.0,Built Up area: 2850 (264.77 sq.m.),3.0,4.0,0,12.0,,Undefined,,2850.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
414,flat,zara aavaas,sector 104,0.4,7030.0,569.0,Super Built up area 569(52.86 sq.m.),2.0,2.0,1,14.0,,Relatively New,569.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,284.5
415,house,independent,sector 110,0.34,6800.0,500.0,Built Up area: 500 (46.45 sq.m.),1.0,1.0,0,1.0,,Undefined,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
416,flat,ireo the corridors,sector 67a,1.85,9531.0,1941.0,Built Up area: 1941 (180.32 sq.m.),3.0,4.0,3,4.0,East,New Property,,1941.0,,1.0,0.0,1.0,0.0,0.0,1.0,150.0,647.0
417,flat,m3m golfestate,sector 65,5.0,18519.0,2700.0,Super Built up area 2979(276.76 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3.0,3.0,3+,28.0,North-East,Relatively New,2979.0,2800.0,2700.0,0.0,1.0,0.0,1.0,0.0,1.0,165.0,900.0
418,flat,pyramid urban homes 2,sector 86,0.43,8583.0,501.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,New Property,,,501.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,250.5
419,house,international city by sobha phase 2,sector 109,6.8,12593.0,5400.0,Plot area 600(501.68 sq.m.),4.0,5.0,3,2.0,North-West,Relatively New,,5400.0,,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1350.0
420,house,independent,sector 2,1.0,8230.0,1215.0,Plot area 135(112.88 sq.m.),3.0,7.0,3+,3.0,North,Moderately Old,,1215.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,405.0
421,flat,tulip violet,sector 69,1.29,8227.0,1568.0,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,1.0,86.0,522.6666666666666
422,flat,the close south,sector 50,3.25,12810.0,2537.0,Carpet area: 2537 (235.7 sq.m.),3.0,4.0,3+,4.0,South-East,Old Property,,,2537.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0,845.6666666666666
423,flat,afnhb jalvayu vihar,sector 30,0.69,7271.0,949.0,Super Built up area 990(91.97 sq.m.),2.0,2.0,1,3.0,North-East,Old Property,990.0,,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,474.5
424,flat,bptp terra,sector 37d,2.08,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4.0,4.0,3,0.0,North-East,New Property,2443.0,,,1.0,1.0,0.0,1.0,0.0,0.0,121.0,520.0
425,flat,experion the heartsong,sector 108,1.2,6826.0,1758.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,2.0,3+,11.0,North-East,Relatively New,1758.0,1550.0,1400.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,586.0
426,flat,shree vardhman flora,sector 90,0.65,6792.0,957.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3,9.0,South-East,Relatively New,1350.0,1050.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,478.5
427,house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,4860.0,Plot area 60(50.17 sq.m.),7.0,5.0,3+,4.0,,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.2857142857143
428,flat,vatika city homes,sector 83,1.0,5747.0,1740.0,Super Built up area 1740(161.65 sq.m.),3.0,3.0,2,2.0,South-East,Relatively New,1740.0,,,0.0,0.0,1.0,0.0,0.0,1.0,174.0,580.0
429,house,sushant lok 1 builder floors,sector 43,1.95,10078.0,1935.0,Plot area 215(179.77 sq.m.),3.0,4.0,3+,4.0,West,New Property,,1935.0,,0.0,1.0,0.0,0.0,0.0,1.0,78.0,645.0
430,flat,bestech park view residency,sector 2,0.95,6714.0,1415.0,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,1.0,North-East,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,1.0,82.0,707.5
431,house,unitech deerwood chase,sector 50,8.45,26153.0,3231.0,Plot area 359(33.35 sq.m.),3.0,3.0,2,2.0,North-East,Old Property,,359.0,,1.0,1.0,0.0,0.0,0.0,1.0,102.0,1077.0
432,flat,assotech blith,sector 99,1.9,6702.0,2835.0,Built Up area: 2835 (263.38 sq.m.),4.0,4.0,3+,2.0,North-East,Undefined,,2835.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,708.75
433,flat,ats marigold,sector 89,1.5,8499.0,1765.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,5.0,North,Under Construction,1750.0,1480.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,588.3333333333334
434,flat,ambience creacions,sector 22,2.55,13710.0,1860.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1860.0,1600.0,1400.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0,620.0
435,flat,essel towers,mehrauli gurgaon road,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3.0,4.0,3+,3.0,,Undefined,,,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.6666666666666
436,flat,capital residences 360,sector 70a,1.15,11500.0,1000.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,4.0,East,New Property,1450.0,1400.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0,500.0
437,flat,raheja vedaanta,sector 108,1.25,5682.0,2200.0,Super Built up area 2200(204.39 sq.m.),3.0,2.0,0,0.0,,Relatively New,2200.0,,,0.0,0.0,0.0,0.0,0.0,1.0,65.0,733.3333333333334
438,flat,orris carnation residency,sector 85,0.88,5954.0,1478.0,Super Built up area 1485(137.96 sq.m.),3.0,3.0,1,1.0,South,Relatively New,1485.0,,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,492.6666666666667
439,flat,paras dews,sector 106,0.92,6643.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,2.0,East,Relatively New,1385.0,940.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,692.5
440,flat,m3m woodshire,sector 107,0.98,6422.0,1526.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2.0,2.0,3,7.0,West,Relatively New,1534.0,,1056.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0,763.0
441,flat,bestech park view residency,sector 2,0.98,6931.0,1414.0,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,11.0,East,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,0.0,83.0,707.0
442,flat,vatika gurgaon,sector 83,1.12,6455.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,17.0,South,Moderately Old,1735.0,1500.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,578.3333333333334
443,house,independent,sector 25,10.85,38150.0,2844.0,Plot area 316(264.22 sq.m.),6.0,6.0,1,3.0,North-East,Relatively New,,2844.0,,0.0,0.0,1.0,0.0,0.0,1.0,136.0,474.0
444,flat,godrej aria,sector 79,1.3,8844.0,1470.0,Super Built up area 1470(136.57 sq.m.),2.0,2.0,2,7.0,,Relatively New,1470.0,,,1.0,0.0,0.0,0.0,0.0,1.0,116.0,735.0
446,flat,ireo skyon,sector 60,3.75,13393.0,2800.0,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,15.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,167.0,700.0
447,flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0,Carpet area: 1276 (118.54 sq.m.),2.0,2.0,2,13.0,,New Property,,,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,638.0
448,flat,mvn athens,sohna road,0.26,5394.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1,5.0,,Relatively New,,,481.684525,0.0,0.0,0.0,0.0,0.0,0.0,95.0,241.0
449,flat,tulip violet,sector 69,1.72,8731.0,1970.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-East,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,492.5
450,flat,senate court,sector 62,0.9,14085.0,639.0,Built Up area: 639 (59.37 sq.m.),1.0,1.0,0,0.0,,Undefined,,639.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0
451,house,independent,sector 46,2.2,24202.0,909.0,Plot area 101(84.45 sq.m.),3.0,3.0,2,3.0,North-West,Old Property,,909.0,,0.0,0.0,1.0,0.0,0.0,1.0,56.0,303.0
453,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7.0,9.0,3+,3.0,North-East,Moderately Old,,9000.0,,1.0,1.0,1.0,1.0,0.0,2.0,74.0,1285.7142857142858
454,house,independent,sector 54,3.75,26042.0,1440.0,Plot area 160(14.86 sq.m.),4.0,4.0,3,3.0,East,Moderately Old,,160.0,,0.0,1.0,0.0,0.0,0.0,1.0,13.0,360.0
455,house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,2,,East,Moderately Old,,3240.0,,0.0,1.0,1.0,1.0,0.0,0.0,88.0,810.0
456,flat,hcbs sports ville,sohna road,0.32,6166.0,519.0,Carpet area: 519 (48.22 sq.m.),2.0,2.0,2,2.0,,New Property,,,519.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,259.5
457,flat,hsiidc sidco shivalik apartments,sector 1,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,3,7.0,South,Moderately Old,1250.0,,770.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,625.0
458,flat,paras dews,sector 106,1.32,5605.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,588.75
459,flat,mapsko mount ville,sector 79,1.85,9640.0,1919.0,Super Built up area 1815(168.62 sq.m.),3.0,4.0,3,21.0,,New Property,1815.0,,,0.0,1.0,0.0,1.0,0.0,0.0,49.0,639.6666666666666
460,flat,dlf new town heights,sector 90,1.51,6387.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4.0,4.0,3+,6.0,South,Relatively New,2364.0,2362.0,2360.0,0.0,1.0,0.0,1.0,0.0,1.0,142.0,591.0
461,flat,shree vardhman victoria,sector 70,1.67,14384.0,1161.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,5.0,North-East,Moderately Old,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,387.0
462,flat,bestech park view ananda,sector 81,1.4,7735.0,1810.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3.0,3.0,3+,6.0,North-West,Relatively New,1810.0,,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,603.3333333333334
463,flat,ild greens,sector 37c,1.0,4724.0,2117.0,Super Built up area 1800(167.23 sq.m.),3.0,3.0,3,3.0,,Under Construction,1800.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,705.6666666666666
464,flat,m3m golfestate,sector 65,5.0,16667.0,3000.0,Super Built up area 3246(301.56 sq.m.)Built Up area: 3245 sq.ft. (301.47 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3.0,3.0,3,2.0,East,Relatively New,3246.0,3245.0,3000.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,1000.0
465,house,ansals palam vihar,sector 2,5.7,14729.0,3870.0,Plot area 430(359.53 sq.m.)Built Up area: 4550 sq.yards (3804.38 sq.m.)Carpet area: 4450 sq.yards (3720.77 sq.m.),5.0,5.0,2,2.0,North-East,Old Property,,4550.0,4450.0,0.0,0.0,0.0,1.0,0.0,2.0,94.0,774.0
466,flat,smart world gems,sector 89,1.0,9009.0,1110.0,Carpet area: 1110 (103.12 sq.m.),2.0,2.0,3,3.0,,New Property,,,1110.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0,555.0
468,house,independent,sector 50,7.0,32407.0,2160.0,Built Up area: 240 (200.67 sq.m.),3.0,2.0,0,1.0,,Undefined,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0
469,flat,godrej nature plus,sector 33,1.07,7726.0,1385.0,Super Built up area 1385(128.67 sq.m.),2.0,2.0,2,14.0,North-East,Under Construction,1385.0,,,0.0,0.0,0.0,0.0,0.0,0.0,68.0,692.5
470,flat,tulip violet,sector 69,1.68,10072.0,1668.0,Super Built up area 1668(154.96 sq.m.),3.0,3.0,2,0.0,West,Relatively New,1668.0,,,0.0,0.0,0.0,0.0,0.0,0.0,157.0,556.0
